,tinh,project,link,kind,location,price,town,isCoastal
156,tai-ba-ria-vung-tau,Khu nhà ở Dầu khí Tân Thành,https://cafeland.vn/du-an/khu-nha-o-dau-khi-tan-thanh-688.html,Đất Nền Dự Án,"Quốc lộ 51, Bà Rịa - Vũng Tàu",Địa chỉ:,Quốc lộ 51,0
174,tai-ba-ria-vung-tau,HODECO Phú Mỹ: Hài hòa kiến trúc,https://cafeland.vn/du-an/hodeco-phu-my-hai-hoa-kien-truc-232.html,Khu Đô Thị,"Quốc lộ 51, Bà Rịa - Vũng Tàu",Địa chỉ:,Quốc lộ 51,0
178,tai-ba-ria-vung-tau,Biệt thự sinh thái Hoàng Quân,https://cafeland.vn/du-an/biet-thu-sinh-thai-hoang-quan-28.html,Nhà Phố - Biệt Thự,"Châu Pha - Tóc Tiên, Bà Rịa - Vũng Tàu",Địa chỉ:,Châu Pha - Tóc Tiên,0
6,tai-quang-ninh,TNR Grand Palace River Park: Dự án Khu đô thị tại Quảng Ninh,https://cafeland.vn/du-an/tnr-grand-palace-river-park-du-an-khu-do-thi-tai-quang-ninh-4109.html,Khu Đô Thị,"Quốc Lộ 18, TP. Uông Bí, Quảng Ninh","Giá thấp nhất: 2,9 tỷ",Uông Bí,0
7,tai-quang-ninh,Felicity Uông Bí: Dự án khu đô thị tại Quảng Ninh,https://cafeland.vn/du-an/felicity-uong-bi-du-an-khu-do-thi-tai-quang-ninh-4108.html,Khu Đô Thị,"Quốc lộ 18, TP. Uông Bí, Quảng Ninh",Địa chỉ:,Uông Bí,0
10,tai-quang-ninh,Licogi 18.1: Dự án khu đô thị tại Uông Bí,https://cafeland.vn/du-an/licogi-181-du-an-khu-do-thi-tai-uong-bi-3995.html,Đất Nền Dự Án,"đường Trần Anh Tông, TP. Uông Bí, Quảng Ninh",Địa chỉ:,Uông Bí,0
13,tai-quang-ninh,TNR Stars Đông Triều: Dự án khu đô thị sinh thái tại Quảng Ninh,https://cafeland.vn/du-an/tnr-stars-dong-trieu-du-an-khu-do-thi-sinh-thai-tai-quang-ninh-3966.html,Khu Đô Thị,"Quốc lộ 18, TX. Đông Triều, Quảng Ninh","Giá thấp nhất: 1,43 tỷ",Đông Triều,0
14,tai-quang-ninh,Deep C Quảng Ninh II: Dự án khu công nghiệp tại Quảng Ninh,https://cafeland.vn/du-an/deep-c-quang-ninh-ii-du-an-khu-cong-nghiep-tai-quang-ninh-3962.html,Khu công nghiệp,Quảng Ninh,Địa chỉ:,,0
32,tai-quang-ninh,Khu đô thị ven Sông Trới: Dự án tại Quảng Ninh,https://cafeland.vn/du-an/khu-do-thi-ven-song-troi-du-an-tai-quang-ninh-3465.html,Khu Đô Thị,Quảng Ninh,Địa chỉ:,,0
35,tai-quang-ninh,Xuân Lâm Riverside: Dự án Khu đô thị mới Uông Bí,https://cafeland.vn/du-an/xuan-lam-riverside-du-an-khu-do-thi-moi-uong-bi-3401.html,Khu Đô Thị,"Đường Bạch Đằng, TP. Uông Bí, Quảng Ninh","Giá thấp nhất: 1,53 tỷ",Uông Bí,0
41,tai-quang-ninh,Dự án TNR Stars Đông Mai Quảng Ninh,https://cafeland.vn/du-an/du-an-tnr-stars-dong-mai-quang-ninh-3205.html,Khu Đô Thị,Quảng Ninh,"Giá thấp nhất: 1,50 tỷ",,0
42,tai-quang-ninh,Nhà phố Midtown One Uông Bí,https://cafeland.vn/du-an/nha-pho-midtown-one-uong-bi-3155.html,Khu Đô Thị,"TP. Uông Bí, Quảng Ninh",Giá thấp nhất: 968 triệu,Uông Bí,0
48,tai-quang-ninh,Khu đô thị Mario Starlight Uông Bí,https://cafeland.vn/du-an/khu-do-thi-mario-starlight-uong-bi-3062.html,Khu Đô Thị,"đường Bạch Đằng, TP. Uông Bí, Quảng Ninh","Giá thấp nhất: 1,60 tỷ",Uông Bí,0
51,tai-quang-ninh,Khu dân cư Opus One Uông Bí,https://cafeland.vn/du-an/khu-dan-cu-opus-one-uong-bi-3004.html,Khu Đô Thị,"Đường Trần Quốc Toản, TP. Uông Bí, Quảng Ninh","Giá thấp nhất: 1,35 tỷ",Uông Bí,0
82,tai-quang-ninh,Khu dân cư Đông Dương Green Quảng Ninh,https://cafeland.vn/du-an/khu-dan-cu-dong-duong-green-quang-ninh-2072.html,Khu Đô Thị,"Quốc lộ 18, TX. Đông Triều, Quảng Ninh",Địa chỉ:,Đông Triều,0
83,tai-quang-ninh,Khu biệt thự sông Uông tỉnh Quảng Ninh,https://cafeland.vn/du-an/khu-biet-thu-song-uong-tinh-quang-ninh-2051.html,Nhà Phố - Biệt Thự,"TP. Uông Bí, Quảng Ninh",Địa chỉ:,Uông Bí,0
84,tai-quang-ninh,Đất nền Uông Bí New City tỉnh Quảng Ninh,https://cafeland.vn/du-an/dat-nen-uong-bi-new-city-tinh-quang-ninh-2052.html,Khu Đô Thị,"Quốc lộ 18A, TP. Uông Bí, Quảng Ninh",Địa chỉ:,Uông Bí,0
0,tai-hai-phong,Phân khu Golf Land - Vinhomes Royal Island Hải Phòng,https://cafeland.vn/du-an/phan-khu-golf-land-vinhomes-royal-island-hai-phong-4363.html,Nhà Phố - Biệt Thự,"đảo Vũ Yên, Thủy Nguyên, Hải Phòng",Địa chỉ:,Thủy Nguyên,0
1,tai-hai-phong,"The Centric: Tổ hợp thương mại, giải trí, văn hóa tại Hải Phòng",https://cafeland.vn/du-an/the-centric-to-hop-thuong-mai-giai-tri-van-hoa-tai-hai-phong-4360.html,Khu Đô Thị,"đường Đỗ Mười, Thủy Nguyên, Hải Phòng",Địa chỉ:,Thủy Nguyên,0
2,tai-hai-phong,Khu đô thị Golden Point Hải Phòng,https://cafeland.vn/du-an/khu-do-thi-golden-point-hai-phong-4333.html,Khu Đô Thị,"tổ dân phố Đông Khê 2, Kiến An, Hải Phòng",Địa chỉ:,Kiến An,0
5,tai-hai-phong,Hoàng Huy New Pruksa Town: Dự án nhà ở xã hội tại An Đồng,https://cafeland.vn/du-an/hoang-huy-new-pruksa-town-du-an-nha-o-xa-hoi-tai-an-dong-4242.html,Căn hộ chung cư,"Đường Máng Nước, xã An Đồng, huyện An Dương, Hải Phòng, An Dương, Hải Phòng",Địa chỉ:,An Dương,0
7,tai-hai-phong,Golden Land 5: Dự án cải tạo căn hộ chung cư tại Hải Phòng,https://cafeland.vn/du-an/golden-land-5-du-an-cai-tao-can-ho-chung-cu-tai-hai-phong-4236.html,Căn hộ chung cư,"Phường Lạch Tray, quận Ngô Quyền, thành phố Hải Phòng, Ngô Quyền, Hải Phòng",Địa chỉ:,Ngô Quyền,0
8,tai-hai-phong,Gem Park: Dự án căn hộ tại Hải Phòng,https://cafeland.vn/du-an/gem-park-du-an-can-ho-tai-hai-phong-4203.html,Căn hộ chung cư,"đường Hồng Bàng, Hồng Bàng, Hải Phòng",Địa chỉ:,Hồng Bàng,0
9,tai-hai-phong,Vinhomes Phoenix Island: Dự án khu đô thị tại Hải Phòng,https://cafeland.vn/du-an/vinhomes-phoenix-island-du-an-khu-do-thi-tai-hai-phong-4159.html,Khu Đô Thị,"đảo Vũ Yên, Thủy Nguyên, Hải Phòng",Địa chỉ:,Thủy Nguyên,0
10,tai-hai-phong,Him Lam Hùng Vương: Dự án khu nhà ở tại Hải Phòng,https://cafeland.vn/du-an/him-lam-hung-vuong-du-an-khu-nha-o-tai-hai-phong-4142.html,Khu Đô Thị,"Quốc lộ 5, Hồng Bàng, Hải Phòng","Giá thấp nhất: 2,37 tỷ",Hồng Bàng,0
11,tai-hai-phong,Royal River City: Dự án khu đô thị tại Hải Phòng,https://cafeland.vn/du-an/royal-river-city-du-an-khu-do-thi-tai-hai-phong-4117.html,Khu Đô Thị,"số 80 Hạ Lý, Hồng Bàng, Hải Phòng",Địa chỉ:,Hồng Bàng,0
13,tai-hai-phong,Evergreen Tràng Duệ: Dự án nhà ở xã hội tại Hải Phòng,https://cafeland.vn/du-an/evergreen-trang-due-du-an-nha-o-xa-hoi-tai-hai-phong-4079.html,Căn hộ chung cư,"Quốc lộ 10, An Dương, Hải Phòng",Địa chỉ:,An Dương,0
15,tai-hai-phong,MoonBay Residence: Dự án nhà ở xã hội tại Hải Phòng,https://cafeland.vn/du-an/moonbay-residence-du-an-nha-o-xa-hoi-tai-hai-phong-4017.html,Căn hộ chung cư,"số 384 Lê Thánh Tông, Ngô Quyền, Hải Phòng",Địa chỉ:,Ngô Quyền,0
16,tai-hai-phong,TNR Stars Vĩnh Bảo: Dự án khu phức hợp tại Hải Phòng,https://cafeland.vn/du-an/tnr-stars-vinh-bao-du-an-khu-phuc-hop-tai-hai-phong-3964.html,Khu Đô Thị,"Quốc lộ 10, thị trấn Vĩnh Bảo, Vĩnh Bảo, Hải Phòng",Địa chỉ:,Vĩnh Bảo,0
17,tai-hai-phong,Sapphire Gem: Dự án nhà phố thương mại tại Hải Phòng,https://cafeland.vn/du-an/sapphire-gem-du-an-nha-pho-thuong-mai-tai-hai-phong-3934.html,Khu Đô Thị,"đường 9C, Thủy Nguyên, Hải Phòng",Địa chỉ:,Thủy Nguyên,0
18,tai-hai-phong,Sentosa Sky Park: Dự án căn hộ tại Hải Phòng,https://cafeland.vn/du-an/sentosa-sky-park-du-an-can-ho-tai-hai-phong-3925.html,Căn hộ chung cư,"giao lộ Bùi Viện - Võ Nguyên Giáp, Lê Chân, Hải Phòng","Giá thấp nhất: 1,8 tỷ",Lê Chân,0
19,tai-hai-phong,HP Elite Central: Dự án khu đô thị tại Hải Phòng,https://cafeland.vn/du-an/hp-elite-central-du-an-khu-do-thi-tai-hai-phong-3903.html,Khu Đô Thị,"tổ dân phố Đống Khê 1, Kiến An, Hải Phòng","Giá thấp nhất: 3,12 tỷ",Kiến An,0
20,tai-hai-phong,"PG An Đồng – Dự án biệt thự, liền kề, căn hộ tại Hải Phòng",https://cafeland.vn/du-an/pg-an-dong-du-an-biet-thu-lien-ke-can-ho-tai-hai-phong-3819.html,Khu Đô Thị,"xã An Đồng, An Dương, Hải Phòng",Địa chỉ:,An Dương,0
21,tai-hai-phong,Itaewon An Dương: Dự án khu nhà ở thương mại tại Hải Phòng,https://cafeland.vn/du-an/itaewon-an-duong-du-an-khu-nha-o-thuong-mai-tai-hai-phong-3670.html,Khu Đô Thị,"Quốc lộ 10, thôn Trạm Bạc, An Dương, Hải Phòng","Giá thấp nhất: 2,18 tỷ",An Dương,0
22,tai-hai-phong,Hera: Dự án chung cư tại Hải Phòng ,https://cafeland.vn/du-an/hera-du-an-chung-cu-tai-hai-phong-3550.html,Căn hộ chung cư,"Đường Hồng Bàng, Hồng Bàng, Hải Phòng","Giá thấp nhất: 1,65 tỷ",Hồng Bàng,0
23,tai-hai-phong,Dự án Quang Vinh Tower Hải Phòng,https://cafeland.vn/du-an/du-an-quang-vinh-tower-hai-phong-3279.html,Căn hộ chung cư,"số 39 đường Lương Khánh Thiện, Ngô Quyền, Hải Phòng",Giá thấp nhất: 676 triệu,Ngô Quyền,0
27,tai-hai-phong,Khu căn hộ Hoàng Huy Commerce Hải Phòng,https://cafeland.vn/du-an/khu-can-ho-hoang-huy-commerce-hai-phong-2952.html,Căn hộ chung cư,"đường Võ Nguyên Giáp và Thiên Lôi, phường Kênh Dương, Lê Chân, Hải Phòng","Giá thấp nhất: 1,62 tỷ",Lê Chân,0
28,tai-hai-phong,Khu đô thị Belhomes Hải Phòng,https://cafeland.vn/du-an/khu-do-thi-belhomes-hai-phong-2732.html,Khu Đô Thị,"Thủy Nguyên, Hải Phòng","Giá thấp nhất: 2,50 tỷ",Thủy Nguyên,0
29,tai-hai-phong,Căn hộ BRG Legend Hải Phòng,https://cafeland.vn/du-an/can-ho-brg-legend-hai-phong-2672.html,Căn hộ chung cư,"14 đường Trần Quang Khải, Hồng Bàng, Hải Phòng",Địa chỉ:,Hồng Bàng,0
30,tai-hai-phong,Căn hộ Hoàng Huy Grand Tower Hải Phòng,https://cafeland.vn/du-an/can-ho-hoang-huy-grand-tower-hai-phong-2657.html,Căn hộ chung cư,"số 2A, đường Sở Dầu, Hồng Bàng, Hải Phòng","Giá thấp nhất: 1,30 tỷ",Hồng Bàng,0
31,tai-hai-phong,"Tổ hợp thương mại, dịch vụ FLC Diamond 72 Tower Hải Phòng",https://cafeland.vn/du-an/to-hop-thuong-mai-dich-vu-flc-diamond-72-tower-hai-phong-2659.html,Loại Hình Khác,"số 4 đường Trần Phú, Ngô Quyền, Hải Phòng",Địa chỉ:,Ngô Quyền,0
32,tai-hai-phong,Khu đô thị Hoàng Huy Riverside Hải Phòng,https://cafeland.vn/du-an/khu-do-thi-hoang-huy-riverside-hai-phong-2651.html,Khu Đô Thị,"số 1 đường Chi Lăng, Hồng Bàng, Hải Phòng","Giá thấp nhất: 2,33 tỷ",Hồng Bàng,0
35,tai-hai-phong,Khu đô thị Tràng Duệ - Seoul Ecohome Hải Phòng,https://cafeland.vn/du-an/khu-do-thi-trang-due-seoul-ecohome-hai-phong-2515.html,Khu Đô Thị,"Quốc lộ 10, An Dương, Hải Phòng","Giá thấp nhất: 1,70 tỷ",An Dương,0
36,tai-hai-phong,Khu nhà ở liền kề Việt Phát South City Hải Phòng,https://cafeland.vn/du-an/khu-nha-o-lien-ke-viet-phat-south-city-hai-phong-2442.html,Khu Đô Thị,"114 Dương Đình Nghệ, Lê Chân, Hải Phòng","Giá thấp nhất: 2,80 tỷ",Lê Chân,0
37,tai-hai-phong,Căn hộ The Minato Residence Hải Phòng,https://cafeland.vn/du-an/can-ho-the-minato-residence-hai-phong-2260.html,Căn hộ chung cư,"Lê Chân, Hải Phòng","Giá thấp nhất: 1,6 tỷ",Lê Chân,0
38,tai-hai-phong,Dự án Bach Dang Luxury Residence Hải Phòng,https://cafeland.vn/du-an/du-an-bach-dang-luxury-residence-hai-phong-2240.html,Khu Đô Thị,"85 đường vòng Cầu Niệm, Lê Chân, Hải Phòng","Giá thấp nhất: 4,37 tỷ",Lê Chân,0
39,tai-hai-phong,Dự án Vinhomes Marina Hải Phòng,https://cafeland.vn/du-an/du-an-vinhomes-marina-hai-phong-2046.html,Khu Đô Thị,"đường Võ Nguyên Giáp, Lê Chân, Hải Phòng",Địa chỉ:,Lê Chân,0
40,tai-hai-phong,Biệt thự The New Monaco Hải Phòng,https://cafeland.vn/du-an/biet-thu-the-new-monaco-hai-phong-1889.html,Nhà Phố - Biệt Thự,"đường Bạch Đằng, Hồng Bàng, Hải Phòng",Địa chỉ:,Hồng Bàng,0
42,tai-hai-phong,Khu phức hợp Vinhomes Imperia,https://cafeland.vn/du-an/khu-phuc-hop-vinhomes-imperia-1415.html,Căn hộ chung cư,"Số 1 đường Bạch Đằng, Hồng Bàng, Hải Phòng",Địa chỉ:,Hồng Bàng,0
43,tai-hai-phong,TD Lakeside Villa: Khu biệt thự bên hồ Phương Lưu,https://cafeland.vn/du-an/td-lakeside-villa-khu-biet-thu-ben-ho-phuong-luu-1018.html,Nhà Phố - Biệt Thự,"Đường Lê Hồng Phong, Ngô Quyền, Hải Phòng",Địa chỉ:,Ngô Quyền,0
44,tai-hai-phong,SHP Plaza: Khu căn hộ cao cấp trung tâm thành phố Cảng,https://cafeland.vn/du-an/shp-plaza-khu-can-ho-cao-cap-trung-tam-thanh-pho-cang-943.html,Căn hộ chung cư,"12 Lạch Tray, Ngô Quyền, Hải Phòng",Địa chỉ:,Ngô Quyền,0
45,tai-hai-phong,Cát Bi Plaza: Trung tâm thương mại tại thành phố Cảng,https://cafeland.vn/du-an/cat-bi-plaza-trung-tam-thuong-mai-tai-thanh-pho-cang-821.html,Loại Hình Khác,"Số 1 Lê Hồng Phong, Ngô Quyền, Hải Phòng",Địa chỉ:,Ngô Quyền,0
46,tai-hai-phong,"Vincom Plaza: Tổ hợp thương mại, căn hộ cao cấp hiện đại trên Thành phố Cảng",https://cafeland.vn/du-an/vincom-plaza-to-hop-thuong-mai-can-ho-cao-cap-hien-dai-tren-thanh-pho-cang-818.html,Căn hộ chung cư,"4 Lê Thánh Tông, Ngô Quyền, Hải Phòng",Địa chỉ:,Ngô Quyền,0
47,tai-hai-phong,"Tổ hợp văn phòng, thương mại, căn hộ cap cấp TD Plaza Hải Phòng",https://cafeland.vn/du-an/to-hop-van-phong-thuong-mai-can-ho-cap-cap-td-plaza-hai-phong-671.html,Căn hộ chung cư,"Đường Lê Hồng Phong, Ngô Quyền, Hải Phòng",Địa chỉ:,Ngô Quyền,0
48,tai-hai-phong,TD Lakeside Hải Phòng,https://cafeland.vn/du-an/td-lakeside-hai-phong-668.html,Căn hộ chung cư,"Đường Lê Hồng Phong, Ngô Quyền, Hải Phòng",Địa chỉ:,Ngô Quyền,0
49,tai-hai-phong,Sunlight Tower: Căn hộ cao cấp nơi Thành phố Cảng,https://cafeland.vn/du-an/sunlight-tower-can-ho-cao-cap-noi-thanh-pho-cang-593.html,Căn hộ chung cư,"Đường Lê Hồng Phong, Ngô Quyền, Hải Phòng",Địa chỉ:,Ngô Quyền,0
51,tai-hai-phong,Grand Pacific: Căn hộ cao cấp ở thành phố cảng,https://cafeland.vn/du-an/grand-pacific-can-ho-cao-cap-o-thanh-pho-cang-504.html,Căn hộ chung cư,"Số 2A Phường Sở Dầu, Hồng Bàng, Hải Phòng",Địa chỉ:,Hồng Bàng,0
0,tai-thai-binh,The Light Square: Tổ hợp nhà phố tại Thái Bình,https://cafeland.vn/du-an/the-light-square-to-hop-nha-pho-tai-thai-binh-4315.html,Khu Đô Thị,"TP. Thái Bình, Thái Bình",Địa chỉ:,Thái Bình,0
1,tai-thai-binh,Green Park Đông Hưng: Dự án đất nền tại Thái Bình,https://cafeland.vn/du-an/green-park-dong-hung-du-an-dat-nen-tai-thai-binh-4103.html,Đất Nền Dự Án,"thôn Thượng Đạt, Đông Hưng, Thái Bình",Giá thấp nhất: 903 triệu,Đông Hưng,0
3,tai-thai-binh,Khu đô thị Venus Center City Thái Bình,https://cafeland.vn/du-an/khu-do-thi-venus-center-city-thai-binh-3366.html,Khu Đô Thị,"đường Lý Thường Kiệt, TP. Thái Bình, Thái Bình","Giá thấp nhất: 2,26 tỷ",Thái Bình,0
5,tai-thai-binh,Dự án Thái Bình Dragon City,https://cafeland.vn/du-an/du-an-thai-binh-dragon-city-3198.html,Khu Đô Thị,"Đại lộ Kỳ Đồng kéo dài, TP. Thái Bình, Thái Bình","Giá thấp nhất: 1,26 tỷ",Thái Bình,0
6,tai-thai-binh,Chung cư DragonEco Apartment – DragonHomes Eco City Thái Bình,https://cafeland.vn/du-an/chung-cu-dragoneco-apartment-dragonhomes-eco-city-thai-binh-3144.html,Căn hộ chung cư,"DragonHomes Eco City, TP. Thái Bình, Thái Bình",Địa chỉ:,Thái Bình,0
7,tai-thai-binh,"Tổ hợp căn hộ thương mại, shophouse Eden Garden Thái Bình",https://cafeland.vn/du-an/to-hop-can-ho-thuong-mai-shophouse-eden-garden-thai-binh-3121.html,Khu Đô Thị,"phố Lê Lợi, TP. Thái Bình, Thái Bình",Địa chỉ:,Thái Bình,0
9,tai-thai-binh,Khu dân cư TNR Grand Palace Thái Bình,https://cafeland.vn/du-an/khu-dan-cu-tnr-grand-palace-thai-binh-2709.html,Khu Đô Thị,"Đường Võ Nguyên Giáp, TP. Thái Bình, Thái Bình","Giá thấp nhất: 1,40 tỷ",Thái Bình,0
10,tai-thai-binh,Đất nền Green Park Hưng Hà Thái Bình,https://cafeland.vn/du-an/dat-nen-green-park-hung-ha-thai-binh-2603.html,Đất Nền Dự Án,"cao tốc Thái Hà, Hưng Hà, Thái Bình",Giá thấp nhất: 585 triệu,Hưng Hà,0
0,tai-nam-dinh,Stella Nam Khánh: Dự án khu đô thị mới tại Nam Định,https://cafeland.vn/du-an/stella-nam-khanh-du-an-khu-do-thi-moi-tai-nam-dinh-4297.html,Khu Đô Thị,"Quốc lộ 10, TP. Nam Định, Nam Định",Địa chỉ:,Nam Định,0
1,tai-nam-dinh,Khu đô thị Dệt May: Dự án tại tỉnh Nam Định,https://cafeland.vn/du-an/khu-do-thi-det-may-du-an-tai-tinh-nam-dinh-3853.html,Khu Đô Thị,"Số 43 Tô Hiệu, TP. Nam Định, Nam Định","Giá thấp nhất: 4,20 tỷ",Nam Định,0
2,tai-nam-dinh,Khu công nghiệp Mỹ Thuận Nam Định,https://cafeland.vn/du-an/khu-cong-nghiep-my-thuan-nam-dinh-3105.html,Khu công nghiệp,"huyện Mỹ Lộc và huyện Vụ Bản, Vụ Bản, Nam Định",Địa chỉ:,Vụ Bản,0
0,tai-ninh-binh,Yên Bình: Dự án khu đô thị tại Ninh Bình,https://cafeland.vn/du-an/yen-binh-du-an-khu-do-thi-tai-ninh-binh-4200.html,Khu Đô Thị,"Quốc lộ 1A, TP. Tam Điệp, Ninh Bình",Địa chỉ:,Tam Điệp,0
1,tai-ninh-binh,Tổ hợp nghỉ dưỡng Vedana Resort Ninh Bình,https://cafeland.vn/du-an/to-hop-nghi-duong-vedana-resort-ninh-binh-2308.html,Bất Động Sản Nghỉ Dưỡng,"Nho Quan, Ninh Bình",Giá thấp nhất: 800 triệu,Nho Quan,0
2,tai-ninh-binh,Khu nghỉ dưỡng Emeralda Ninh Bình,https://cafeland.vn/du-an/khu-nghi-duong-emeralda-ninh-binh-888.html,Bất Động Sản Nghỉ Dưỡng,"Thôn Tập Ninh, Gia Viễn, Ninh Bình",Địa chỉ:,Gia Viễn,0
3,tai-ninh-binh,Cuc Phuong Resort & Spa: Khu biệt thự nghỉ dưỡng cạnh rừng Cúc Phương,https://cafeland.vn/du-an/cuc-phuong-resort-spa-khu-biet-thu-nghi-duong-canh-rung-cuc-phuong-835.html,Bất Động Sản Nghỉ Dưỡng,"Thôn Đồng Tâm, Nho Quan, Ninh Bình",Địa chỉ:,Nho Quan,0
1,tai-thanh-hoa,Bình An Plaza: Dự án căn hộ chung cư sắp mở bán tại Thanh Hóa,https://cafeland.vn/du-an/binh-an-plaza-du-an-can-ho-chung-cu-sap-mo-ban-tai-thanh-hoa-4313.html,Căn hộ chung cư,"đường Đỗ Đại, TP. Thanh Hóa, Thanh Hóa",Địa chỉ:,Thanh Hóa,0
2,tai-thanh-hoa,Central Riverside: Dự án khu đô thị Nam sông Mã tại Thanh Hóa,https://cafeland.vn/du-an/central-riverside-du-an-khu-do-thi-nam-song-ma-tai-thanh-hoa-4280.html,Khu Đô Thị,"Phía Nam sông Mã, TP. Thanh Hóa, Thanh Hóa",Địa chỉ:,Thanh Hóa,0
3,tai-thanh-hoa,3739 Đông Ninh - Đông Khê: Dự án đất nền đô thị tại Thanh Hóa,https://cafeland.vn/du-an/3739-dong-ninh-dong-khe-du-an-dat-nen-do-thi-tai-thanh-hoa-4271.html,Đất Nền Dự Án,"Quốc lộ 47, xã Đông Ninh và Đông Khê, Đông Sơn, Thanh Hóa",Địa chỉ:,Đông Sơn,0
5,tai-thanh-hoa,Ruby Tower: Dự án chung cư tại Thanh Hóa,https://cafeland.vn/du-an/ruby-tower-du-an-chung-cu-tai-thanh-hoa-4230.html,Căn hộ chung cư,"Khu đô thị Xanh, Nam Trung Tâm,  phường Lam Sơn, Đông Vệ, thành phố Thanh Hoá, TP. Thanh Hóa, Thanh Hóa",Địa chỉ:,Thanh Hóa,0
8,tai-thanh-hoa,4132 Đông Sơn: Dự án khu đô thị tại Thanh Hóa,https://cafeland.vn/du-an/4132-dong-son-du-an-khu-do-thi-tai-thanh-hoa-4182.html,Đất Nền Dự Án,"đường Lê Hy, Đông Sơn, Thanh Hóa",Giá thấp nhất: 950 triệu,Đông Sơn,0
9,tai-thanh-hoa,3164 Đông Khê: Dự án khu đô thị tại Thanh Hóa,https://cafeland.vn/du-an/3164-dong-khe-du-an-khu-do-thi-tai-thanh-hoa-4181.html,Đất Nền Dự Án,"Quốc lộ 47, thôn 4 và thôn 5, Đông Sơn, Thanh Hóa",Giá thấp nhất: 455 triệu,Đông Sơn,0
10,tai-thanh-hoa,Minh Tân: Dự án khu đô thị tại Thanh Hóa,https://cafeland.vn/du-an/minh-tan-du-an-khu-do-thi-tai-thanh-hoa-4180.html,Đất Nền Dự Án,"Quốc lộ 271, Vĩnh Lộc, Thanh Hóa","Giá thấp nhất: 1,47 tỷ",Vĩnh Lộc,0
11,tai-thanh-hoa,8315 Đông Tân: Dự án khu dân cư tại Thanh Hóa,https://cafeland.vn/du-an/8315-dong-tan-du-an-khu-dan-cu-tai-thanh-hoa-4179.html,Đất Nền Dự Án,"8315 Dong Tan, khu dan cu 8315 Dong Tan, dat nen 8315 Dong Tan, SSI River City, TP. Thanh Hóa, Thanh Hóa",Địa chỉ:,Thanh Hóa,0
12,tai-thanh-hoa,Hoàng Long: Dự án chung cư tại Thanh Hóa,https://cafeland.vn/du-an/hoang-long-du-an-chung-cu-tai-thanh-hoa-4066.html,Căn hộ chung cư,"TP. Thanh Hóa, Thanh Hóa",Giá thấp nhất: 481 triệu,Thanh Hóa,0
13,tai-thanh-hoa,Quảng Thắng River: Dự án chung cư tại Thanh Hóa,https://cafeland.vn/du-an/quang-thang-river-du-an-chung-cu-tai-thanh-hoa-4065.html,Căn hộ chung cư,"đường Trịnh Kiểm, TP. Thanh Hóa, Thanh Hóa",Giá thấp nhất: 783 triệu,Thanh Hóa,0
15,tai-thanh-hoa,Xuân Hưng: Dự án khu đô thị tại Thanh Hóa,https://cafeland.vn/du-an/xuan-hung-du-an-khu-do-thi-tai-thanh-hoa-3928.html,Khu Đô Thị,"đường Trịnh Kiểm, TP. Thanh Hóa, Thanh Hóa",Địa chỉ:,Thanh Hóa,0
16,tai-thanh-hoa,Yên Định Riverside: Dự án khu dân cư tại tỉnh Thanh Hóa,https://cafeland.vn/du-an/yen-dinh-riverside-du-an-khu-dan-cu-tai-tinh-thanh-hoa-3858.html,Khu Đô Thị,"Thôn Phú Thọ, Yên Định, Thanh Hóa","Giá thấp nhất: 3,12 tỷ",Yên Định,0
17,tai-thanh-hoa,Shiki Hải Lĩnh Park: Dự án khu du lịch nghỉ dưỡng tại Thanh Hóa,https://cafeland.vn/du-an/shiki-hai-linh-park-du-an-khu-du-lich-nghi-duong-tai-thanh-hoa-3760.html,Bất Động Sản Nghỉ Dưỡng,Thanh Hóa,Địa chỉ:,,0
21,tai-thanh-hoa,Triệu Sơn New Central: Dự án khu dân cư tại tỉnh Thanh Hóa,https://cafeland.vn/du-an/trieu-son-new-central-du-an-khu-dan-cu-tai-tinh-thanh-hoa-3608.html,Khu Đô Thị,"Thị trấn Triệu Sơn, Triệu Sơn, Thanh Hóa","Giá thấp nhất: 1,33 tỷ",Triệu Sơn,0
23,tai-thanh-hoa,Quảng Hưng Central Point: Dự án khu dân cư tại Thanh Hóa,https://cafeland.vn/du-an/quang-hung-central-point-du-an-khu-dan-cu-tai-thanh-hoa-3546.html,Đất Nền Dự Án,"đường Trịnh Kiểm, TP. Thanh Hóa, Thanh Hóa","Giá thấp nhất: 1,95 tỷ",Thanh Hóa,0
24,tai-thanh-hoa,Đồng Nam Residence: Dự án khu dân cư tại Thanh Hóa,https://cafeland.vn/du-an/dong-nam-residence-du-an-khu-dan-cu-tai-thanh-hoa-3545.html,Đất Nền Dự Án,"Quốc lộ 47, Đông Sơn, Thanh Hóa","Giá thấp nhất: 1,26 tỷ",Đông Sơn,0
25,tai-thanh-hoa,Bến En: Khu du lịch nghỉ dưỡng tại Thanh Hóa,https://cafeland.vn/du-an/ben-en-khu-du-lich-nghi-duong-tai-thanh-hoa-3462.html,Bất Động Sản Nghỉ Dưỡng,"Như Thanh, Thanh Hóa",Địa chỉ:,Như Thanh,0
